neighborhood_code,exposure_month,landsat,modis,era5,landsat-7
3,2018-11-01,42.86347981906444,36.24000000000004,27.843690554300963,39.018293202789366
3,2018-12-01,41.80704769625002,36.76000000000005,25.89333537112003,40.157170091423765
3,2019-01-01,36.867137858461554,36.03000000000003,24.96957322397543,36.49143577705725
3,2019-02-01,41.27520984874402,36.650000000000034,26.63998983474005,37.3362438057895
3,2019-03-01,47.91548641672133,41.660000000000025,26.871751670427216,46.09523316318184
3,2019-04-01,48.006173622015204,44.09000000000003,29.569768842061364,51.08431158091763
3,2019-05-01,49.362348357664075,44.460000000000036,28.253683795723873,50.09372934056225
3,2019-06-01,44.86043508273314,42.99000000000004,28.42419435713026,47.17551808400003
3,2019-07-01,54.110756620000004,32.09000000000003,28.266792141493966,38.7803587835669
3,2019-08-01,37.77516328668557,32.110000000000014,26.790833060972147,39.209554537749895
3,2019-09-01,30.727436546739398,29.05000000000001,27.110347133212656,25.93310936068129
3,2019-10-01,38.575702006792625,30.82000000000005,27.623864807621146,10.666962860000012
3,2019-11-01,43.32579361730752,35.75000000000003,28.588085704379637,39.307837209669785
3,2019-12-01,41.57685015285716,36.34000000000003,26.12472370927054,36.79381945142858
3,2020-01-01,44.46268916000001,33.25000000000003,25.583175872474612,
3,2020-02-01,47.46365717000003,38.61000000000004,28.86410578585219,40.09414437147285
3,2020-03-01,52.504593179682175,42.630000000000024,29.284408249393607,45.38916707357557
3,2020-04-01,51.732462802826106,44.87000000000003,30.67392792171904,48.20982851174563
3,2020-05-01,53.669072480000025,41.89000000000004,29.252751327842816,47.88942186797494
3,2020-06-01,,33.97000000000003,29.83112640380864,36.03892532000001
3,2020-07-01,24.859949108000002,28.28000000000003,27.240332662931053,23.41617746000003
3,2020-08-01,29.71900634000002,29.450000000000045,26.610018974222157,32.782281432919106
3,2020-09-01,35.140737623899696,29.450000000000045,26.524044609069847,
3,2020-10-01,,32.22000000000003,28.036401695333552,32.40251183157896
3,2020-11-01,39.34126766524536,36.99000000000001,27.232402695549865,39.52188770000002
3,2020-12-01,34.2225589932999,37.24000000000004,26.165938580420743,39.54213289538466
3,2021-01-01,43.458415144426596,36.87000000000003,26.02280373522035,35.98013537600003
3,2021-02-01,35.50853076118581,37.48000000000005,26.98633989152455,34.729703216599425
3,2021-03-01,46.015698447500014,40.460000000000036,27.62329563838182,34.91648794445776
3,2021-04-01,47.673618211521216,45.59000000000003,28.76373799641931,43.36434660509635
3,2021-05-01,47.84223139318242,39.150000000000034,28.546155035367576,32.22236344535581
3,2021-06-01,54.51734185210355,36.910000000000025,29.56438231998021,42.3550662065567
3,2021-07-01,41.78205342500003,30.420000000000016,28.56583245390209,32.45598039952836
3,2021-08-01,32.65414966785175,30.730000000000018,26.717152347359615,32.328011182267296
3,2021-09-01,36.19627853163637,29.450000000000045,27.389958975050206,27.537455075000015
3,2021-10-01,36.91557284733633,31.25000000000003,28.195372599940185,13.305674300000021
3,2021-11-01,39.64767083600002,37.20000000000002,28.487415228949658,34.944603029974274
3,2021-12-01,38.83657469000002,35.79000000000005,27.054823647776004,17.188545019999992
3,2022-01-01,43.89022332376149,35.58000000000001,27.024021690122538,24.577286483134674
3,2022-02-01,43.23385742000001,35.99000000000004,26.87191489083426,32.11171028789475
3,2022-03-01,41.583270558018484,38.75000000000003,27.31271906616871,36.488964620000004
4,2018-11-01,41.86225482285716,37.220000000000056,28.50041798485654,41.274045830613964
4,2018-12-01,40.36001468750002,37.04000000000002,26.251586799211395,40.64508705000001
4,2019-01-01,40.65584908723079,37.22000000000003,25.112749887281893,32.381408978492246
4,2019-02-01,41.273757627418505,37.93000000000001,26.862454259963272,39.7901272420956
4,2019-03-01,48.391278339625835,42.390000000000015,27.188921844318372,47.28139891495606
4,2019-04-01,49.57862163845463,45.39000000000004,30.2663997014364,50.795884868000016
4,2019-05-01,51.70279074384617,44.60000000000005,29.05786988863383,49.662193252149024
4,2019-06-01,43.381941467639415,42.71000000000001,29.052018250359424,49.065857510547524
4,2019-07-01,49.81675279658974,41.52000000000001,28.536751293879718,40.683531180621344
4,2019-08-01,26.90586693912353,35.910000000000025,26.880587555259808,36.566298159114346
4,2019-09-01,35.13771553018747,29.05000000000004,27.1702972200182,
4,2019-10-01,37.984526267529134,28.77000000000004,27.813522695725965,4.074426993722638
4,2019-11-01,43.65651645289616,38.150000000000006,29.05533830854631,42.836746494064776
4,2019-12-01,41.11001667061632,37.77000000000004,26.605657114008466,34.42164704449805
4,2020-01-01,44.66503122285716,33.32000000000002,25.92501737533081,-2.100745478307186
4,2020-02-01,47.22507528668162,39.650000000000034,29.31814841785655,41.769843463816386
4,2020-03-01,52.365947486025654,42.960000000000036,29.708162869689318,44.106866623041036
4,2020-04-01,51.45143481153848,45.650000000000034,31.353677813212073,49.57775822016944
4,2020-05-01,52.38639190501735,42.370000000000005,29.886025857412733,46.576542612805575
4,2020-06-01,,35.33000000000004,30.27900238037114,
4,2020-07-01,20.23398578264319,,27.36341103994721,24.99239350215307
4,2020-08-01,39.1618735227273,28.870000000000005,26.693467814948008,32.1637480514796
4,2020-09-01,35.51379095658803,27.130000000000052,26.572655720180933,
4,2020-10-01,24.222118092500022,33.26000000000005,27.975610679708552,34.10181541893808
4,2020-11-01,40.39063445000004,38.57000000000005,27.355967691209628,41.840273723586556
4,2020-12-01,44.86379382298508,38.10000000000002,26.656096825548445,38.678289274658944
4,2021-01-01,41.886132134000015,38.140000000000015,26.474416638446144,36.299783426719415
4,2021-02-01,40.47859595495055,38.05000000000004,27.38820117314657,31.641957636771682
