neighborhood_code,exposure_month,lst
43,2021_09_30,
43,2021_10_01,
43,2021_10_02,
43,2021_10_03,29.774727151414854
43,2021_10_04,
43,2021_10_05,
43,2021_10_06,32.086949166665796
43,2021_10_07,
43,2021_10_08,30.310387343362372
43,2021_10_09,
43,2021_10_10,31.787781437383842
43,2021_10_11,
43,2021_10_12,29.75141569909276
43,2021_10_13,
43,2021_10_14,36.539786421918464
43,2021_10_15,35.72167667881084
43,2021_10_16,
43,2021_10_17,
43,2021_10_18,
43,2021_10_19,33.404549343846995
43,2021_10_20,34.90779742319421
43,2021_10_21,
43,2021_10_22,31.494594132617994
43,2021_10_23,
43,2021_10_24,
43,2021_10_25,
43,2021_10_26,
43,2021_10_27,
43,2021_10_28,
43,2021_10_29,
43,2021_10_30,
43,2021_10_31,
43,2021_11_01,
43,2021_11_02,36.728268576922254
43,2021_11_03,32.700630781559454
43,2021_11_04,34.3349944795251
43,2021_11_05,
43,2021_11_06,36.282803075238796
43,2021_11_07,36.52595697208238
43,2021_11_08,
43,2021_11_09,39.16227337266688
43,2021_11_10,
43,2021_11_11,
43,2021_11_12,
43,2021_11_13,
43,2021_11_14,
43,2021_11_15,34.591441990047734
43,2021_11_16,39.08720193540161
43,2021_11_17,
43,2021_11_18,35.57000000000005
43,2021_11_19,37.68659008901956
43,2021_11_20,30.13655217032058
43,2021_11_21,40.91074650872436
43,2021_11_22,36.68983349761374
43,2021_11_23,38.00734350519077
43,2021_11_24,
43,2021_11_25,
43,2021_11_26,39.252896873995084
43,2021_11_27,34.30860094951193
43,2021_11_28,39.35475940701319
43,2021_11_29,32.740962646057746
43,2021_11_30,
43,2021_12_01,
43,2021_12_02,39.37368526597513
43,2021_12_03,
43,2021_12_04,36.566613815553325
43,2021_12_05,
43,2021_12_06,35.737070025073024
43,2021_12_07,35.79897466063247
43,2021_12_08,30.315424920033863
43,2021_12_09,38.277708755682944
43,2021_12_10,
43,2021_12_11,
43,2021_12_12,34.09619970857059
43,2021_12_13,36.46204404539612
43,2021_12_14,
43,2021_12_15,
43,2021_12_16,
43,2021_12_17,
43,2021_12_18,37.830537794155255
43,2021_12_19,
43,2021_12_20,34.57830036214677
43,2021_12_21,
43,2021_12_22,
43,2021_12_23,38.29084490147985
43,2021_12_24,
43,2021_12_25,35.58399863386156
43,2021_12_26,
43,2021_12_27,
43,2021_12_28,38.23237442972567
43,2021_12_29,37.30156359402186
43,2021_12_30,39.276930472701146
43,2021_12_31,36.229872047752316
43,2022_01_01,40.80189010798636
43,2022_01_02,32.2300550841567
43,2022_01_03,36.8347728271959
43,2022_01_04,
43,2022_01_05,35.01921218912457
43,2022_01_06,
43,2022_01_07,34.81582609239314
43,2022_01_08,39.59161680329887
43,2022_01_09,31.689567440266583
43,2022_01_10,
43,2022_01_11,
43,2022_01_12,42.134997110934016
43,2022_01_13,
43,2022_01_14,36.639571376413464
43,2022_01_15,37.08321848696241
43,2022_01_16,
43,2022_01_17,38.11660237988991
43,2022_01_18,32.12335396065521
43,2022_01_19,40.22546114889333
43,2022_01_20,
43,2022_01_21,40.23021794642634
43,2022_01_22,40.79501544307995
43,2022_01_23,36.214913695276536
43,2022_01_24,37.75033462747407
43,2022_01_25,
43,2022_01_26,
43,2022_01_27,
43,2022_01_28,35.27962518871992
43,2022_01_29,34.76658160272439
43,2022_01_30,35.233208630142805
43,2022_01_31,
43,2022_02_01,37.77870917341865
43,2022_02_02,40.54799278336166
43,2022_02_03,32.03641522094557
43,2022_02_04,40.0490083755542
43,2022_02_05,
43,2022_02_06,41.037904949133285
43,2022_02_07,41.10975799811174
43,2022_02_08,38.23389384897333
43,2022_02_09,40.48023107057892
43,2022_02_10,31.447946909137055
43,2022_02_11,37.47383115565867
43,2022_02_12,
43,2022_02_13,37.50809032090932
43,2022_02_14,33.45636112644952
43,2022_02_15,
43,2022_02_16,37.37958209940535
43,2022_02_17,33.65490972623389
43,2022_02_18,34.04483215450062
43,2022_02_19,32.450599873472456
43,2022_02_20,39.986905046711925
43,2022_02_21,
43,2022_02_22,39.09513640016665
43,2022_02_23,38.606301620837186
43,2022_02_24,34.17978215225147
43,2022_02_25,36.69079841325977
43,2022_02_26,28.870956762712456
43,2022_02_27,37.0017228600367
43,2022_02_28,
43,2022_03_01,36.707657870816405
43,2022_03_02,37.0416255198408
43,2022_03_03,35.88130247056376
43,2022_03_04,34.87191369198523
43,2022_03_05,
43,2022_03_06,40.3363893015687
43,2022_03_07,33.03762384889637
43,2022_03_08,41.1946946304989
43,2022_03_09,
43,2022_03_10,42.71553308502962
43,2022_03_11,38.9905337374001
43,2022_03_12,35.96575435360876
43,2022_03_13,37.223771236290354
43,2022_03_14,32.128514591709475
43,2022_03_15,41.32100551608971
43,2022_03_16,
43,2022_03_17,41.66610775180112
43,2022_03_18,38.15044683512885
43,2022_03_19,42.30804310905189
43,2022_03_20,38.15259877924443
43,2022_03_21,38.12284811618582
43,2022_03_22,44.28046226176433
43,2022_03_23,34.57271151317868
43,2022_03_24,43.217868876903225
43,2022_03_25,
43,2022_03_26,46.922444852797064
43,2022_03_27,
43,2022_03_28,41.62214667033565
43,2022_03_29,39.12173132440013
43,2022_03_30,31.516816933233184
43,2022_03_31,
43,2022_04_01,
43,2022_04_02,44.635219815823916
43,2022_04_03,37.459533352556015
43,2022_04_04,39.1790706631904
43,2022_04_05,39.97298053086392
43,2022_04_06,39.568383766839155
43,2022_04_07,
43,2022_04_08,33.55961225096163
43,2022_04_09,47.52037976709686
43,2022_04_10,
43,2022_04_11,43.09780105234419
43,2022_04_12,36.28740475122797
43,2022_04_13,36.31900938042953
43,2022_04_14,44.03547304505406
43,2022_04_15,38.19743923364529
43,2022_04_16,43.95334169171112
43,2022_04_17,
43,2022_04_18,43.67148421316138
43,2022_04_19,
43,2022_04_20,40.79686587161594
43,2022_04_21,41.35756481762646
43,2022_04_22,36.31761065995952
43,2022_04_23,46.980215545266766
43,2022_04_24,40.41136342056966
43,2022_04_25,47.27657229411836
43,2022_04_26,
43,2022_04_27,48.43590060511529
43,2022_04_28,44.54632267210828
43,2022_04_29,46.56651728671023
43,2022_04_30,50.491820583976065
43,2022_05_01,44.60992237344261
43,2022_05_02,48.714593474764214
43,2022_05_03,
43,2022_05_04,46.01782644543612
43,2022_05_05,39.11262566347119
43,2022_05_06,46.3005307441761
43,2022_05_07,42.810321404644164
43,2022_05_08,38.66453134062595
43,2022_05_09,
43,2022_05_10,
43,2022_05_11,35.29497557723553
43,2022_05_12,
43,2022_05_13,42.05308765112784
43,2022_05_14,40.30523568102478
43,2022_05_15,29.834331934665734
43,2022_05_16,39.67147775527671
43,2022_05_17,31.4328949922498
43,2022_05_18,39.85731134718224
43,2022_05_19,
43,2022_05_20,51.661132525418694
43,2022_05_21,39.165056767162106
43,2022_05_22,42.5296117137172
43,2022_05_23,38.984832373783966
43,2022_05_24,39.05511420862038
43,2022_05_25,43.384474360301716
43,2022_05_26,
43,2022_05_27,
43,2022_05_28,
43,2022_05_29,40.55288667038829
43,2022_05_30,
43,2022_05_31,
43,2022_06_01,37.23000000000002
43,2022_06_02,
43,2022_06_03,
43,2022_06_04,
43,2022_06_05,39.670094074990566
43,2022_06_06,
43,2022_06_07,
43,2022_06_08,
43,2022_06_09,
43,2022_06_10,30.94448894898675
43,2022_06_11,
43,2022_06_12,32.41309990853387
43,2022_06_13,
43,2022_06_14,41.23000000000002
43,2022_06_15,
43,2022_06_16,
43,2022_06_17,
43,2022_06_18,
43,2022_06_19,
43,2022_06_20,
43,2022_06_21,
43,2022_06_22,
43,2022_06_23,
43,2022_06_24,
43,2022_06_25,
43,2022_06_26,
43,2022_06_27,
43,2022_06_28,
43,2022_06_29,
43,2022_06_30,36.32417921428434
43,2022_07_01,
43,2022_07_02,
43,2022_07_03,
43,2022_07_04,
43,2022_07_05,
43,2022_07_06,
43,2022_07_07,
43,2022_07_08,
43,2022_07_09,
43,2022_07_10,
43,2022_07_11,
43,2022_07_12,
43,2022_07_13,
43,2022_07_14,36.832874783122655
43,2022_07_15,
43,2022_07_16,
43,2022_07_17,
43,2022_07_18,
43,2022_07_19,
43,2022_07_20,
43,2022_07_21,
43,2022_07_22,
43,2022_07_23,
43,2022_07_24,
43,2022_07_25,
43,2022_07_26,
43,2022_07_27,
43,2022_07_28,
43,2022_07_29,
43,2022_07_30,
43,2022_07_31,
43,2022_08_01,29.358379721273728
43,2022_08_02,
43,2022_08_03,
43,2022_08_04,
43,2022_08_05,
43,2022_08_06,
43,2022_08_07,
43,2022_08_08,
43,2022_08_09,
43,2022_08_10,
43,2022_08_11,
43,2022_08_12,
43,2022_08_13,
43,2022_08_14,
43,2022_08_15,
43,2022_08_16,
43,2022_08_17,
43,2022_08_18,
43,2022_08_19,
43,2022_08_20,
43,2022_08_21,
43,2022_08_22,
43,2022_08_23,
43,2022_08_24,
43,2022_08_25,
43,2022_08_26,
43,2022_08_27,
43,2022_08_28,
43,2022_08_29,
43,2022_08_30,
43,2022_08_31,
43,2022_09_01,
43,2022_09_02,
43,2022_09_03,
43,2022_09_04,
43,2022_09_05,27.461900405513003
43,2022_09_06,21.32983536876656
43,2022_09_07,
43,2022_09_08,18.810000000000002
43,2022_09_09,
43,2022_09_10,
43,2022_09_11,
43,2022_09_12,
43,2022_09_13,
43,2022_09_14,27.143608202715473
43,2022_09_15,26.339330843730536
43,2022_09_16,
43,2022_09_17,
43,2022_09_18,
43,2022_09_19,
43,2022_09_20,
43,2022_09_21,
43,2022_09_22,
43,2022_09_23,27.517863004217745
43,2022_09_24,
43,2022_09_25,
43,2022_09_26,
43,2022_09_27,31.135316322736507
43,2022_09_28,
43,2022_09_29,
43,2022_09_30,25.996382342562594
43,2022_10_01,
43,2022_10_02,
43,2022_10_03,
43,2022_10_04,31.787287083402862
43,2022_10_05,
43,2022_10_06,
43,2022_10_07,29.019622935669734
43,2022_10_08,
43,2022_10_09,
43,2022_10_10,
43,2022_10_23,
43,2022_10_24,
43,2022_10_25,
43,2022_10_26,34.91919181246157
43,2022_10_27,
43,2022_10_28,32.54243928298549
43,2022_10_29,
43,2022_10_30,34.4676001333262
43,2022_10_31,
43,2022_11_01,35.20058317499086
43,2022_11_02,33.459520699864925
43,2022_11_03,32.41414571864158
43,2022_11_04,29.50192346109196
43,2022_11_05,29.548589806140182
43,2022_11_06,36.371210184866946
43,2022_11_07,30.85224697181712
43,2022_11_08,27.997434046053606
43,2022_11_09,35.893038290285425
43,2022_11_10,32.29344376843946
43,2022_11_11,33.751767868087605
43,2022_11_12,
43,2022_11_13,36.21953319905742
43,2022_11_14,
43,2022_11_15,
43,2022_11_16,31.751671719359216
43,2022_11_17,32.41931961638453
43,2022_11_18,36.91225566547804
43,2022_11_19,
43,2022_11_20,37.23472261114642
43,2022_11_21,33.27503919154358
43,2022_11_22,32.896116336772714
43,2022_11_23,35.54588138486792
43,2022_11_24,
43,2022_11_25,
43,2022_11_26,
43,2022_11_27,
43,2022_11_28,33.18322732411077
43,2022_11_29,32.23405171156632
43,2022_11_30,35.953733091826834
43,2022_12_01,
43,2022_12_02,34.52073441520916
43,2022_12_03,30.875127343734967
43,2022_12_04,
43,2022_12_05,32.2682976102692
43,2022_12_06,
43,2022_12_07,38.68286215036601
43,2022_12_08,37.327489329090994
43,2022_12_09,35.259392418693686
43,2022_12_10,36.9462187753205
43,2022_12_11,33.97162320639336
43,2022_12_12,38.87655025606842
43,2022_12_13,
43,2022_12_14,37.52804488525363
43,2022_12_15,38.81283236062444
43,2022_12_16,35.117104518458575
43,2022_12_17,36.6546949594273
43,2022_12_18,30.871920731006647
43,2022_12_19,36.53875636335032
43,2022_12_20,
43,2022_12_21,33.9693521910315
43,2022_12_22,34.63561093087236
43,2022_12_23,29.38911501339258
43,2022_12_24,33.740473072464205
43,2022_12_25,28.81844502384174
43,2022_12_26,32.82221179770259
43,2022_12_27,
43,2022_12_28,
43,2022_12_29,
43,2022_12_30,
44,2018_11_01,35.53021793902755
44,2018_11_02,
44,2018_11_03,38.279023053665654
44,2018_11_04,34.60692470815513
44,2018_11_05,26.526396117459136
44,2018_11_06,
44,2018_11_07,
44,2018_11_08,
44,2018_11_09,
44,2018_11_10,39.68347778617648
44,2018_11_11,37.637505458973514
44,2018_11_12,38.072800873435874
44,2018_11_13,35.118802805072555
44,2018_11_14,
44,2018_11_15,
44,2018_11_16,
44,2018_11_17,
44,2018_11_18,
44,2018_11_19,35.171814898799035
44,2018_11_20,36.69758419417161
44,2018_11_21,37.346354035441195
44,2018_11_22,38.590970437557615
44,2018_11_23,
44,2018_11_24,
44,2018_11_25,
44,2018_11_26,
44,2018_11_27,36.628028260686875
44,2018_11_28,38.65034496514662
44,2018_11_29,
44,2018_11_30,29.02640934543355
44,2018_12_01,34.28578378264872
44,2018_12_02,
44,2018_12_03,41.271225329638234
44,2018_12_04,36.49631582262544
44,2018_12_05,37.73073822121434
44,2018_12_06,38.62553938859506
44,2018_12_07,33.3394496934575
44,2018_12_08,39.596131057361276
44,2018_12_09,33.88931300915439
44,2018_12_10,39.53924141261438
44,2018_12_11,
44,2018_12_12,40.30738893088104
44,2018_12_13,
44,2018_12_14,
44,2018_12_15,
44,2018_12_16,
44,2018_12_17,40.57206097253698
44,2018_12_18,
44,2018_12_19,40.594733350130355
44,2018_12_20,
44,2018_12_21,
44,2018_12_22,37.40303539934481
44,2018_12_23,34.7177733686068
44,2018_12_24,36.83398673049487
44,2018_12_25,29.48439384395736
44,2018_12_26,32.28777924750136
44,2018_12_27,
44,2018_12_28,37.16015915007958
44,2018_12_29,
44,2018_12_30,34.31276706979088
44,2018_12_31,
44,2019_01_01,
44,2019_01_02,34.550023935500015
44,2019_01_03,
44,2019_01_04,
44,2019_01_05,
44,2019_01_06,
44,2019_01_07,
44,2019_01_08,34.79171516754828
44,2019_01_09,34.460238305198494
44,2019_01_10,
44,2019_01_11,
44,2019_01_12,
44,2019_01_13,40.71713739816928
44,2019_01_14,
44,2019_01_15,38.02380280507282
44,2019_01_16,40.27971256403781
44,2019_01_17,35.82618585705898
44,2019_01_18,36.911735323759046
44,2019_01_19,
44,2019_01_20,34.859123834719284
44,2019_01_21,35.74433022591758
44,2019_01_22,
44,2019_01_23,
44,2019_01_24,34.63344398253119
44,2019_01_25,40.684123624758776
44,2019_01_26,
44,2019_01_27,37.48303392962129
44,2019_01_28,
44,2019_01_29,
44,2019_01_30,40.05577748383318
44,2019_01_31,
44,2019_02_01,43.035490887713095
44,2019_02_02,36.35541761148923
44,2019_02_03,39.856382800033764
44,2019_02_04,
44,2019_02_05,42.82676639791745
44,2019_02_06,40.450000000000045
44,2019_02_07,40.28887902074423
44,2019_02_08,34.47000000000003
44,2019_02_09,35.17992798353896
44,2019_02_10,
44,2019_02_11,30.665034853447487
44,2019_02_12,42.86777252876448
44,2019_02_13,
44,2019_02_14,39.754777441840815
44,2019_02_15,
44,2019_02_16,38.39677962543043
44,2019_02_17,38.36075564793818
44,2019_02_18,32.03402410346852
44,2019_02_19,
44,2019_02_20,
44,2019_02_21,
44,2019_02_22,39.44959057697164
44,2019_02_23,38.05917569496935
44,2019_02_24,33.729396993365256
44,2019_02_25,32.367750272948626
44,2019_02_26,
44,2019_02_27,
44,2019_02_28,37.11515033173759
44,2019_03_01,
44,2019_03_02,39.08255920886897
44,2019_03_03,25.470000000000027
44,2019_03_04,40.71074808935924
44,2019_03_05,42.20552028218671
44,2019_03_06,38.479001217771085
44,2019_03_07,43.66496388678928
44,2019_03_08,
44,2019_03_09,44.89940014277289
44,2019_03_10,35.63286806080465
44,2019_03_11,41.98330225917515
44,2019_03_12,37.517899974804635
44,2019_03_13,31.777225371630223
44,2019_03_14,41.15340912908401
44,2019_03_15,36.74396174519194
44,2019_03_16,49.10307004283193
44,2019_03_17,
44,2019_03_18,45.93293965734442
44,2019_03_19,
44,2019_03_20,41.628043377844996
44,2019_03_21,42.04192344839187
44,2019_03_22,
44,2019_03_23,41.86434975224651
44,2019_03_24,
44,2019_03_25,45.659919585117876
44,2019_03_26,38.229525279247724
44,2019_03_27,42.59647140337624
44,2019_03_28,41.77651591500791
44,2019_03_29,40.197472915092035
44,2019_03_30,43.83332745443852
44,2019_03_31,
44,2019_04_01,43.664959897539475
44,2019_04_02,
44,2019_04_03,38.58544728236125
44,2019_04_04,
44,2019_04_05,40.59565234735896
44,2019_04_06,43.31983728059142
44,2019_04_07,36.10925422020665
44,2019_04_08,46.36797871000236
44,2019_04_09,
44,2019_04_10,49.573936759889136
44,2019_04_11,46.00590975896542
44,2019_04_12,43.19762576635602
44,2019_04_13,48.48627970941466
44,2019_04_14,45.848820861677936
44,2019_04_15,50.03981754430174
44,2019_04_16,43.57496052742071
44,2019_04_17,46.8569969345764
44,2019_04_18,
44,2019_04_19,46.866944024523306
44,2019_04_20,43.740378138909676
44,2019_04_21,43.57187473754938
44,2019_04_22,46.47597484672899
44,2019_04_23,40.920837952465014
44,2019_04_24,51.19009889140877
44,2019_04_25,
44,2019_04_26,50.873947887797044
44,2019_04_27,41.09235974636803
44,2019_04_28,46.18961850172155
44,2019_04_29,44.31152536323195
44,2019_04_30,39.31642122281024
44,2019_05_01,44.03264613252735
44,2019_05_02,35.22482443316238
44,2019_05_03,43.854682329721946
44,2019_05_04,
44,2019_05_05,48.50292517006823
44,2019_05_06,
44,2019_05_07,47.480793440833025
44,2019_05_08,44.963047787016095
44,2019_05_09,47.1599332325524
44,2019_05_10,51.352813890988664
44,2019_05_11,
44,2019_05_12,48.474206139246
44,2019_05_13,42.22690518182568
44,2019_05_14,46.994548794826635
44,2019_05_15,40.48228961955152
44,2019_05_16,39.089503233392236
44,2019_05_17,46.19034454522574
44,2019_05_18,
44,2019_05_19,
44,2019_05_20,
44,2019_05_21,47.52142479213882
44,2019_05_22,43.552567607289696
44,2019_05_23,47.621487360376385
44,2019_05_24,48.44937893675995
44,2019_05_25,44.509205929285606
44,2019_05_26,
44,2019_05_27,
44,2019_05_28,48.62840933904422
44,2019_05_29,37.777262114722205
44,2019_05_30,42.06343159486026
44,2019_05_31,41.17325837742487
44,2019_06_01,42.519470689510484
44,2019_06_02,49.384052028219166
44,2019_06_03,39.77825123876736
44,2019_06_04,
44,2019_06_05,
44,2019_06_06,42.08187641723351
44,2019_06_07,41.36341458805773
44,2019_06_08,35.737612538842875
44,2019_06_09,
44,2019_06_10,
44,2019_06_11,
44,2019_06_12,
44,2019_06_13,43.2114285714287
44,2019_06_14,
44,2019_06_15,46.29784601494929
44,2019_06_16,
44,2019_06_17,
44,2019_06_18,42.8297650541696
44,2019_06_19,
44,2019_06_20,41.245286596120174
44,2019_06_21,
44,2019_06_22,
44,2019_06_23,
44,2019_06_24,
44,2019_06_25,43.85253674309252
44,2019_06_26,
44,2019_06_27,42.16078803935347
44,2019_06_28,
44,2019_06_29,
44,2019_06_30,
44,2019_07_01,
44,2019_07_02,
44,2019_07_03,
44,2019_07_04,31.276903940370193
44,2019_07_05,
44,2019_07_06,
44,2019_07_07,
44,2019_07_08,
44,2019_07_09,
44,2019_07_10,
44,2019_07_11,
44,2019_07_12,
44,2019_07_13,
44,2019_07_14,
44,2019_07_15,32.8156699840428
44,2019_07_16,
44,2019_07_17,
44,2019_07_18,
44,2019_07_19,
44,2019_07_20,40.00246049883292
44,2019_07_21,
44,2019_07_22,
44,2019_07_23,
44,2019_07_24,
44,2019_07_25,
44,2019_07_26,
44,2019_07_27,
44,2019_07_28,
44,2019_07_29,
44,2019_07_30,
44,2019_07_31,
44,2019_08_01,
44,2019_08_02,
44,2019_08_03,
44,2019_08_04,
44,2019_08_05,
44,2019_08_06,
44,2019_08_07,
44,2019_08_08,
44,2019_08_09,
44,2019_08_10,
44,2019_08_11,
44,2019_08_12,
44,2019_08_13,
44,2019_08_14,
44,2019_08_15,
44,2019_08_16,33.50541073841992
44,2019_08_17,
44,2019_08_18,
44,2019_08_19,
44,2019_08_20,
44,2019_08_21,
44,2019_08_22,
44,2019_08_23,27.370474090870935
44,2019_08_24,
44,2019_08_25,
44,2019_08_26,
44,2019_08_27,
44,2019_08_28,
44,2019_08_29,
44,2019_08_30,
44,2019_08_31,
44,2019_09_01,
44,2019_09_02,
44,2019_09_03,
44,2019_09_04,
44,2019_09_05,
44,2019_09_06,
44,2019_09_07,
44,2019_09_08,29.0607554379775
44,2019_09_09,
44,2019_09_10,
44,2019_09_11,
44,2019_09_12,
44,2019_09_13,
44,2019_09_14,
44,2019_09_15,
44,2019_09_16,
44,2019_09_17,30.328228960566815
44,2019_09_18,
44,2019_09_19,
44,2019_09_20,
44,2019_09_21,
44,2019_09_22,
44,2019_09_23,
44,2019_09_24,32.36658016292918
44,2019_09_25,
44,2019_09_26,
44,2019_09_27,
44,2019_09_28,
44,2019_09_29,
44,2019_09_30,28.75112517846672
44,2019_10_01,30.926173049466758
44,2019_10_02,
44,2019_10_03,
44,2019_10_04,
44,2019_10_05,
44,2019_10_06,
44,2019_10_07,
44,2019_10_08,
44,2019_10_09,
44,2019_10_10,30.11963970773481
44,2019_10_11,
44,2019_10_12,24.207424414210255
44,2019_10_13,
44,2019_10_14,
44,2019_10_15,28.310000000000002
44,2019_10_16,25.22031347106756
44,2019_10_17,30.734374737549505
44,2019_10_18,
44,2019_10_19,
44,2019_10_20,28.468429075333763
44,2019_10_21,31.170233056185605
44,2019_10_22,24.338665490887767
44,2019_10_23,27.8981970758079
44,2019_10_24,
44,2019_10_25,
44,2019_10_26,31.156807970101596
44,2019_10_27,
44,2019_10_28,36.41390904509962
44,2019_10_29,34.997427773578465
44,2019_10_30,35.60236100613099
44,2019_10_31,35.17384836650713
44,2019_11_01,31.834738599143158
44,2019_11_02,37.28584761064934
44,2019_11_03,
44,2019_11_04,40.02722012261683
44,2019_11_05,
44,2019_11_06,
44,2019_11_07,31.248364839319485
44,2019_11_08,35.519326656588824
44,2019_11_09,37.385433358528566
44,2019_11_10,33.613831359704506
44,2019_11_11,
44,2019_11_12,
44,2019_11_13,33.10815112303065
44,2019_11_14,
44,2019_11_15,35.674067145376625
44,2019_11_16,
44,2019_11_17,
44,2019_11_18,
44,2019_11_19,
44,2019_11_20,38.54920613924578
44,2019_11_21,36.18109158478203
44,2019_11_22,39.568730998572455
44,2019_11_23,40.29637629125728
44,2019_11_24,38.49773200638281
44,2019_11_25,40.930427479633934
44,2019_11_26,36.54909444024512
44,2019_11_27,41.600871126228476
44,2019_11_28,
44,2019_11_29,40.536194255480034
44,2019_11_30,39.167829638028124
44,2019_12_01,36.69104077433435
44,2019_12_02,40.99014697236911
44,2019_12_03,38.105696229109185
44,2019_12_04,
44,2019_12_05,
44,2019_12_06,30.77000000000004
44,2019_12_07,
44,2019_12_08,
44,2019_12_09,
44,2019_12_10,
44,2019_12_11,
44,2019_12_12,
44,2019_12_13,39.327033887629085
44,2019_12_14,
44,2019_12_15,40.40592571596535
44,2019_12_16,28.30034187640914
44,2019_12_17,35.23195158310225
44,2019_12_18,37.57020660115906
44,2019_12_19,34.18036533131772
44,2019_12_20,39.59841794742585
44,2019_12_21,
44,2019_12_22,38.016571764508335
44,2019_12_23,36.257089737129405
44,2019_12_24,38.29014529268504
44,2019_12_25,
44,2019_12_26,39.85227996136732
44,2019_12_27,41.64849878222911
44,2019_12_28,32.3339802217182
44,2019_12_29,38.952089317208625
44,2019_12_30,
44,2019_12_31,37.04017846644819
44,2020_01_01,32.388795246493686
44,2020_01_02,
44,2020_01_03,27.914263423025023
44,2020_01_04,27.926506676744776
44,2020_01_05,32.72858087679519
44,2020_01_06,
44,2020_01_07,
44,2020_01_08,27.281873897707186
44,2020_01_09,32.93552574116062
44,2020_01_10,
44,2020_01_11,
44,2020_01_12,32.01677406939029
44,2020_01_13,30.022461577223343
44,2020_01_14,35.72112475854558
44,2020_01_15,
44,2020_01_16,38.22178424456225
44,2020_01_17,35.309284664483144
44,2020_01_18,32.029866255144285
44,2020_01_19,36.65979465860427
44,2020_01_20,
44,2020_01_21,
44,2020_01_22,
44,2020_01_23,
44,2020_01_24,
44,2020_01_25,32.932657470395505
44,2020_01_26,
44,2020_01_27,36.61000251952641
44,2020_01_28,
44,2020_01_29,32.690950071386425
44,2020_01_30,41.326705299403756
44,2020_01_31,
44,2020_02_01,42.044503653313534
44,2020_02_02,33.84369887461184
44,2020_02_03,36.974803896867535
44,2020_02_04,40.916316242546664
44,2020_02_05,37.09637209204655
44,2020_02_06,42.43353468547913
44,2020_02_07,
44,2020_02_08,41.81861992945315
44,2020_02_09,
44,2020_02_10,38.70369509532199
44,2020_02_11,38.38440854119448
44,2020_02_12,30.895100991013646
44,2020_02_13,37.55865478290061
44,2020_02_14,31.58506298815828
44,2020_02_15,
44,2020_02_16,
44,2020_02_17,42.29826656588542
44,2020_02_18,40.65138993869156
44,2020_02_19,40.53414273116631
44,2020_02_20,43.699901948433734
44,2020_02_21,
44,2020_02_22,42.053851515915085
44,2020_02_23,
44,2020_02_24,41.24646216511307
44,2020_02_25,
44,2020_02_26,40.206714327706436
44,2020_02_27,41.679942890736854
44,2020_02_28,43.06492525405232
44,2020_02_29,42.947502729487006
44,2020_03_01,35.35311392458231
44,2020_03_02,44.4207207944907
44,2020_03_03,
44,2020_03_04,45.727052784076704
44,2020_03_05,43.43226253464375
44,2020_03_06,44.90341941714959
44,2020_03_07,47.21165700848231
44,2020_03_08,39.095445536239005
44,2020_03_09,42.3558091878726
44,2020_03_10,
44,2020_03_11,44.67502540522362
44,2020_03_12,42.26809712773974
44,2020_03_13,43.67201520114214
44,2020_03_14,
44,2020_03_15,40.18157449399492
44,2020_03_16,45.6367666078779
44,2020_03_17,35.58419459141675
44,2020_03_18,45.56532690854149
44,2020_03_19,
44,2020_03_20,44.96356995884768
44,2020_03_21,43.15050621483147
44,2020_03_22,43.95351725875579
44,2020_03_23,38.42569685899056
44,2020_03_24,34.27708952716909
44,2020_03_25,45.482637104224374
44,2020_03_26,
44,2020_03_27,44.84420571932462
44,2020_03_28,40.50090136054439
44,2020_03_29,45.49540585369935
44,2020_03_30,45.705912068531255
44,2020_03_31,46.0930104140419
44,2020_04_01,
44,2020_04_02,42.448381624254324
44,2020_04_03,49.55356491979526
44,2020_04_04,
44,2020_04_05,48.791403166204745
44,2020_04_06,48.02935521122015
44,2020_04_07,47.90423133450921
44,2020_04_08,47.001835055009686
44,2020_04_09,44.377108843537755
44,2020_04_10,49.05510519022448
44,2020_04_11,
44,2020_04_12,45.852592802553154
44,2020_04_13,
44,2020_04_14,45.419592676576784
44,2020_04_15,40.00621378180891
44,2020_04_16,42.126719996640794
44,2020_04_17,45.73980242714337
44,2020_04_18,
44,2020_04_19,43.64399218946881
44,2020_04_20,
44,2020_04_21,46.69634626690185
44,2020_04_22,38.78854917275556
44,2020_04_23,43.4045240194843
44,2020_04_24,42.60194864365535
44,2020_04_25,36.546200134374686
44,2020_04_26,
44,2020_04_27,
44,2020_04_28,47.77725203661689
44,2020_04_29,39.417140967498014
44,2020_04_30,44.15832220542523
44,2020_05_01,33.91335097001752
44,2020_05_02,
44,2020_05_03,48.8073899806837
44,2020_05_04,44.26342739564972
44,2020_05_05,54.2840371210215
44,2020_05_06,
44,2020_05_07,39.445907449399286
44,2020_05_08,40.1780752772281
44,2020_05_09,41.93902242378442
44,2020_05_10,
44,2020_05_11,
44,2020_05_12,42.56581884605701
44,2020_05_13,
44,2020_05_14,45.23625367430937
44,2020_05_15,40.653281263122786
44,2020_05_16,46.564730830603764
44,2020_05_17,44.56066179558246
44,2020_05_18,
44,2020_05_19,37.283254808096416
44,2020_05_20,36.63519253380369
44,2020_05_21,49.552717519106295
44,2020_05_22,
44,2020_05_23,46.920324389014745
44,2020_05_24,42.04634080792797
44,2020_05_25,44.6280150331737
44,2020_05_26,44.03682434702279
44,2020_05_27,37.81902263374466
